name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bangkok,Thailand",2023-03-31,35.7,28,31.1,44.4,32.5,37.3,24.7,69.8,0,0,0,,0,0,37.1,25,191.3,1008.2,43,10,181.5,15.7,7,60,2023-03-31T06:15:00,2023-03-31T18:29:50,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-01,35.5,28.7,31,41.3,33.3,36.9,24.4,69.1,0,0,0,,0,0,36,21.9,185.5,1008.1,38,10,173.1,15,6,60,2023-04-01T06:14:19,2023-04-01T18:29:55,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-02,33.9,28.2,30.4,42.6,32.9,36.3,24.5,71.4,0.659,100,4.17,rain,0,0,36.7,20,189.8,1007.8,43.1,9.9,115.3,10,6,60,2023-04-02T06:13:38,2023-04-02T18:30:00,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-03,37.2,28,31.8,41.1,32.5,35.6,22.1,59.3,0,0,0,rain,0,0,33.1,18,196.7,1007.1,35.9,9.9,200.6,17.2,7,75,2023-04-03T06:12:58,2023-04-03T18:30:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-04,37.2,28.2,31.8,41.8,32.3,36.4,22.9,61.9,0,0,0,,0,0,34.2,21.4,194.3,1006.7,35.5,9.9,180,15.6,7,30,2023-04-04T06:12:17,2023-04-04T18:30:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-05,37.5,27.5,31.8,40.2,29.4,34.9,21.2,56.6,0,0,0,,0,0,31,16.6,196.7,1006.9,34,9.7,201,17.4,7,60,2023-04-05T06:11:37,2023-04-05T18:30:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-06,37.5,28.2,32.1,45.7,32.9,38.1,24.2,65,0,0,0,,0,0,28.4,17.9,184.3,1007.7,36.8,9.6,189.9,16.4,7,30,2023-04-06T06:10:57,2023-04-06T18:30:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-07,32.5,29,30.2,40.1,32,35.7,24.2,70.9,0.025,100,8.33,rain,0,0,33.1,23.2,169.3,1009.5,46.7,9.9,81.5,6.8,3,60,2023-04-07T06:10:18,2023-04-07T18:30:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-08,36.5,28,31.3,43,32.3,37.1,24.3,68.4,0.001,100,4.17,rain,0,0,36,23.7,186.9,1011.2,42.2,10,196,16.8,10,75,2023-04-08T06:09:38,2023-04-08T18:30:33,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-09,37,27,31.3,45.2,30.1,37,24.2,67.7,0,0,0,,0,0,22.7,20.5,174.8,1011.3,33.3,9.9,142,12.1,6,60,2023-04-09T06:08:59,2023-04-09T18:30:39,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-10,36.5,28.2,31.6,44.1,32.9,38.3,24.9,69.3,0,0,0,,0,0,33.5,22.8,186.7,1009.7,32.5,10,220.4,19,10,75,2023-04-10T06:08:21,2023-04-10T18:30:45,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-11,36.5,29,32.1,45.8,34.3,39.4,25.2,68.3,0,0,0,,0,0,34.9,22.8,178.8,1008.7,38.7,9.9,166.5,14.2,6,60,2023-04-11T06:07:42,2023-04-11T18:30:52,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-12,35.7,29,31.9,45.1,35.6,39.9,25.8,71.2,0,0,0,,0,0,36,26.4,184.1,1007.7,43.4,9.8,163,14.1,6,75,2023-04-12T06:07:04,2023-04-12T18:30:58,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-13,36.7,29,32.3,43.6,36.2,39.4,24.9,66.9,0,0,0,,0,0,38.5,20.5,184.8,1007.5,41.2,9.9,189.8,16.4,10,75,2023-04-13T06:06:27,2023-04-13T18:31:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-14,36.7,29.1,32.2,45.7,35.2,39.2,24.7,66.2,0,0,0,,0,0,34.2,19.5,190.6,1007.3,44.1,9.2,146.9,12.6,10,60,2023-04-14T06:05:50,2023-04-14T18:31:12,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-15,36.7,28.9,32.1,45.4,35,39.6,25.3,68.9,0,0,0,,0,0,32.8,16.6,183.6,1006.6,43.9,8.6,146,12.5,5,75,2023-04-15T06:05:13,2023-04-15T18:31:19,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-16,32.7,29,30.4,41.3,32.7,37.3,25.2,74.1,0.072,100,4.17,rain,0,0,27.4,23.7,173,1007,54.6,7.9,90.6,7.9,3,75,2023-04-16T06:04:37,2023-04-16T18:31:27,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-17,36.7,28.2,31.9,45.7,32.3,37.6,23.9,64.5,0,0,0,,0,0,32.8,18.9,186.1,1007.8,37.8,8.2,228.3,19.6,10,60,2023-04-17T06:04:01,2023-04-17T18:31:34,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-18,35.7,29,31.9,44.7,34.5,39.1,25.1,68.6,0,0,0,,0,0,36.7,23.7,186.5,1008.1,46.9,8.5,152.6,13,5,75,2023-04-18T06:03:26,2023-04-18T18:31:42,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-19,37.5,29.7,32.4,46.3,36.2,40.1,25.3,67.7,0,0,0,,0,0,33.1,21,197.7,1005.6,44.7,8.8,157.3,13.5,6,75,2023-04-19T06:02:51,2023-04-19T18:31:50,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-20,38.5,28.9,33,43.2,33.5,38.3,23.1,59.2,0,0,0,,0,0,34.6,23.7,215.4,1003.9,39.6,9.4,194.5,16.8,7,100,2023-04-20T06:02:17,2023-04-20T18:31:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-21,38.5,29.3,33.2,45.6,34.1,38.4,22.9,57.7,0,0,0,,0,0,32.4,19.8,217.4,1004.2,36.4,8.9,189.6,16.4,7,75,2023-04-21T06:01:43,2023-04-21T18:32:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-22,37.7,29.7,33.2,46,36.2,39.5,24,60.7,0,0,0,,0,0,38.9,19.4,193.6,1004.9,41.1,8.7,164.6,14.1,6,75,2023-04-22T06:01:10,2023-04-22T18:32:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-23,36.7,28.2,32.4,46,33.2,39.4,24.7,65.4,0,0,0,,0,0,30.2,21.9,189,1007.2,41.9,8.8,192,16.7,7,100,2023-04-23T06:00:37,2023-04-23T18:32:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-24,37.7,29,32.3,45.3,34.6,39.1,24.7,65.7,6.196,100,4.17,rain,0,0,29.5,14.8,184.1,1009.2,44.1,9.5,169.4,14.7,6,60,2023-04-24T06:00:05,2023-04-24T18:32:36,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-25,38.2,27,31.5,47.5,29.5,37.7,24.5,67.7,1.896,100,8.33,rain,0,0,36.7,22.8,174.3,1007.5,53.2,9.6,178.1,15.2,8,60,2023-04-25T05:59:34,2023-04-25T18:32:46,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-26,29.4,25.3,27.5,34.7,25.3,30.3,23.7,80.1,3.224,100,25,rain,0,0,27,25.9,136,1008.7,63.2,9.1,87.5,7.5,3,60,2023-04-26T05:59:03,2023-04-26T18:32:56,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-27,35.7,25.7,30.5,42.8,25.7,34.9,24.1,70.6,0.033,100,4.17,rain,0,0,18.4,17.7,127.7,1008.7,42.1,8.3,159.8,14,6,30,2023-04-27T05:58:33,2023-04-27T18:33:07,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-28,35.1,27,31.1,42.2,30.1,37.4,24.7,69.5,0,0,0,,0,0,23,27.4,191,1008.4,39.8,9.1,145.2,12.5,6,60,2023-04-28T05:58:04,2023-04-28T18:33:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-29,36.5,28.2,32.1,44.7,33,39.1,24.9,67.5,0.002,100,4.17,rain,0,0,28.1,18.4,175.9,1007.3,41.2,9.5,175.2,15.1,7,60,2023-04-29T05:57:35,2023-04-29T18:33:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-04-30,30.7,24.7,28.5,38.9,24.7,32.7,24.5,79.5,18,100,12.5,rain,0,0,23.4,20.4,132.4,1007.9,59.8,9.5,64.3,5.6,4,60,2023-04-30T05:57:07,2023-04-30T18:33:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-01,36.5,26,30.7,42.8,26,35.1,23.8,68.5,0.075,100,4.17,rain,0,0,20.9,12.1,120.3,1008.4,42.9,9.7,193.9,16.8,7,30,2023-05-01T05:56:40,2023-05-01T18:33:52,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-02,34.7,27.2,30.9,44.1,31.1,37.7,25.2,72.6,0.17,100,4.17,rain,0,0,51.8,28.8,170.7,1008.8,47.3,9.4,152.6,13.1,8,60,2023-05-02T05:56:14,2023-05-02T18:34:05,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-03,37.5,27.5,31.9,43.5,32.2,38.4,24.7,67.6,0,0,0,,0,0,24.1,19.4,193.9,1009.3,41.3,10,165.6,14.2,7,60,2023-05-03T05:55:48,2023-05-03T18:34:17,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999"
"Bangkok,Thailand",2023-05-04,36.5,29,32.3,45.6,34.9,39.5,25,67,0,0,0,,0,0,28.8,20.5,189.6,1007.6,32.3,10,210.1,17.9,7,60,2023-05-04T05:55:23,2023-05-04T18:34:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-05,38.2,30,33.4,47.5,36.2,41.1,25,63.4,0,0,0,,0,0,31,18.9,200.1,1004.7,33.6,10,228.3,19.5,8,60,2023-05-05T05:54:58,2023-05-05T18:34:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-06,39.4,30.4,34.2,48.2,35.9,41.4,24.4,58.8,0,0,0,,0,0,33.1,18.6,213.1,1003.3,30.8,10,230,19.8,8,38,2023-05-06T05:54:35,2023-05-06T18:34:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-07,39.5,30.7,34.5,47.6,38,41.7,24.3,57.4,0,0,0,,0,0,32.8,19.8,216.5,1003.2,26.7,10,229.4,19.7,8,60,2023-05-07T05:54:12,2023-05-07T18:35:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-08,37.7,29,32.8,47.2,32.5,40.6,25.1,65.1,0,0,0,,0,0,48.2,28.2,166.1,1004.6,43.2,10,150.2,12.8,6,100,2023-05-08T05:53:51,2023-05-08T18:35:25,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-09,36.3,27.7,31.6,43.2,31.2,37.7,24.3,66.5,0.033,100,4.17,rain,0,0,22.3,18,151.1,1006.7,47.4,10,149.6,12.8,6,75,2023-05-09T05:53:29,2023-05-09T18:35:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-10,34.5,25.2,29.2,41.6,25.2,33.1,23.9,74.5,2.191,100,16.67,rain,0,0,22,19.8,98.5,1008.3,58.6,9.5,140.6,12.1,6,30,2023-05-10T05:53:09,2023-05-10T18:35:54,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-11,33,27.4,30.2,41.9,32.1,36.5,25,74.6,10.133,100,8.33,rain,0,0,15.8,23.1,167.7,1008.9,50.9,9.7,107,9.2,5,10,2023-05-11T05:52:50,2023-05-11T18:36:09,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-12,35.5,26.5,31.7,43.6,26.5,37.2,24,65.2,0.15,100,4.17,rain,0,0,35.3,22.8,181.5,1008.7,46.4,9.8,203,17.4,7,30,2023-05-12T05:52:31,2023-05-12T18:36:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-13,35.1,26,30.5,41.3,26,34.7,24.1,71.4,4.036,100,8.33,rain,0,0,28.4,20.5,169,1008.8,43.9,10,181,15.6,9,30,2023-05-13T05:52:14,2023-05-13T18:36:41,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-14,36.5,27.5,31.4,42.2,31.3,36.3,23.5,64.8,3.164,100,16.67,rain,0,0,33.1,19.8,195.9,1008.5,49.7,9.9,219.8,18.9,7,30,2023-05-14T05:51:57,2023-05-14T18:36:57,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-15,36.2,28,31.6,42.4,31.8,37.1,24,65.9,2.126,100,4.17,rain,0,0,24.5,17,200.1,1009.3,44.5,9.8,179.6,15.5,7,30,2023-05-15T05:51:41,2023-05-15T18:37:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-16,36.7,27.7,31.9,41.5,31.6,36.3,22.9,60.8,0.775,100,8.33,rain,0,0,38.9,16.6,212.4,1009.8,46.3,9.8,204.7,17.8,8,10,2023-05-16T05:51:26,2023-05-16T18:37:29,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-17,38.1,28.7,32.7,43,32.1,37.7,22.9,58.5,0,0,0,,0,0,25.2,17.6,242.3,1009.8,38,9.9,189.5,16.6,7,30,2023-05-17T05:51:12,2023-05-17T18:37:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-18,38,29.2,33.1,44.1,32.1,38.7,23.3,58,0,0,0,,0,0,28.8,22.2,254.4,1008.8,29.6,10,231.2,19.9,8,30,2023-05-18T05:50:58,2023-05-18T18:38:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-19,38,29.1,33.2,43.8,31.5,38.2,22.7,55.3,0,0,0,,0,0,37.1,19.1,265.1,1006.9,32.1,10,224.5,19.4,8,10,2023-05-19T05:50:46,2023-05-19T18:38:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-20,38.2,28.9,33.1,44.7,30.6,37.5,22.1,53.4,0,0,0,,0,0,33.1,19.5,258.2,1006.4,33.6,10,224.4,19.3,7,10,2023-05-20T05:50:34,2023-05-20T18:38:38,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-21,38.5,29.8,33.5,44.6,33.3,39,23.2,56.2,0,0,0,,0,0,32.8,22.3,211.2,1007.3,38.3,10,195.5,16.8,7,60,2023-05-21T05:50:24,2023-05-21T18:38:55,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-22,37.2,29.7,33,45,34,39.4,24.1,60.6,0,0,0,,0,0,25.9,20,225,1008.1,48.1,9.9,204.3,17.7,8,60,2023-05-22T05:50:14,2023-05-22T18:39:13,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-23,36.7,29.2,32,44.3,32.9,37.3,23.5,61.4,0,0,0,rain,0,0,32,30.7,244.8,1008.2,45.7,10,165.3,14.4,7,60,2023-05-23T05:50:05,2023-05-23T18:39:31,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-24,36.5,28,31.7,43.9,30.7,37.1,23.6,63.3,0.08,100,4.17,rain,0,0,21.6,19.5,215.3,1007.7,47.7,9.9,191.3,16.6,7,30,2023-05-24T05:49:57,2023-05-24T18:39:49,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-25,37.6,27.6,31.8,42.4,31.6,37.3,23.7,63.4,0.523,100,8.33,rain,0,0,26.3,20.5,226.6,1008,47.1,10.5,170.8,14.9,8,30,2023-05-25T05:49:50,2023-05-25T18:40:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,remote,48459099999,48420099999"
"Bangkok,Thailand",2023-05-26,37.1,29,32.9,44.5,32,38.4,23.3,58.1,0,0,0,,0,0,28.8,21.3,255.4,1007.7,37.7,10,231.3,20.1,7,30,2023-05-26T05:49:43,2023-05-26T18:40:26,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-27,38.1,28,32.3,47.2,33,38.1,23.8,62.4,2.123,100,12.5,rain,0,0,37.1,18.2,263.7,1006.1,52.7,9.8,186.3,16.1,8,30,2023-05-27T05:49:38,2023-05-27T18:40:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-28,35.5,26.7,30.6,43.9,29.4,35.7,23.9,68.5,1.33,100,20.83,rain,0,0,22.3,21.8,171.6,1005.6,55.5,9.8,159,14,7,10,2023-05-28T05:49:33,2023-05-28T18:41:03,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-29,34,26.2,29.1,41.9,26.2,33.4,24.5,77.4,39.26,100,25,rain,0,0,13.7,17.3,283.4,1006.4,70.5,9.3,104.1,8.9,4,10,2023-05-29T05:49:30,2023-05-29T18:41:21,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-30,34.9,26.2,29.4,44.6,26.2,34,24.8,77.8,6.242,100,12.5,rain,0,0,18.4,28.3,213.8,1006.4,56.2,9.3,217.4,18.7,8,30,2023-05-30T05:49:27,2023-05-30T18:41:40,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-05-31,36,26.4,30.9,42.7,26.4,36.6,24.8,71.7,1.121,100,8.33,rain,0,0,26.6,21,206.3,1005.7,51.1,9.4,212,18.1,8,30,2023-05-31T05:49:25,2023-05-31T18:41:59,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-06-01,36.2,29,32.2,43.7,32.7,38.1,23.9,62.5,0.016,100,4.17,rain,0,0,30.6,25,240.3,1005.2,37.2,10,214.8,18.5,8,30,2023-06-01T05:49:24,2023-06-01T18:42:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
"Bangkok,Thailand",2023-06-02,36.5,28.7,32.4,43.8,32.4,38.3,23.8,61.4,0,0,0,,0,0,31.7,19.1,237.7,1005.9,34.3,10,233.7,20.1,8,30,2023-06-02T05:49:23,2023-06-02T18:42:36,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999"
